optimal_tour,optimal_tour_length,gcn_tour,gcn_tour_length,score,time
"{1, 18, 10, 11, 3, 13, 9, 7, 20, 8, 19, 17, 12, 5, 4, 2, 15, 16, 6, 14, 1}",3.655642,"{1, 18, 10, 14, 11, 3, 13, 7, 20, 9, 8, 19, 17, 12, 5, 4, 2, 15, 16, 6, 1}",3.751472,0.026214,0.046018
"{1, 18, 6, 16, 2, 17, 13, 3, 20, 8, 19, 11, 15, 9, 14, 4, 5, 12, 10, 7, 1}",3.631724,"{1, 7, 18, 10, 12, 5, 4, 14, 9, 15, 11, 19, 8, 20, 3, 13, 17, 2, 16, 6, 1}",3.644426,0.003497,0.047263
"{1, 12, 14, 11, 20, 3, 10, 7, 2, 18, 16, 6, 8, 5, 4, 17, 9, 13, 15, 19, 1}",3.601423,"{1, 19, 15, 13, 17, 9, 4, 5, 8, 6, 16, 18, 2, 7, 10, 3, 14, 12, 20, 11, 1}",3.882106,0.077937,0.047340
"{1, 10, 17, 18, 9, 14, 5, 12, 4, 13, 20, 16, 11, 15, 19, 8, 7, 3, 2, 6, 1}",3.809003,"{1, 6, 2, 7, 3, 10, 17, 18, 9, 14, 5, 12, 4, 13, 20, 16, 11, 15, 19, 8, 1}",3.835019,0.006830,0.047051
"{1, 4, 16, 5, 8, 6, 7, 3, 15, 2, 13, 10, 17, 20, 18, 11, 12, 9, 19, 14, 1}",4.016123,"{1, 14, 19, 9, 12, 11, 18, 20, 17, 10, 13, 2, 15, 3, 7, 6, 8, 5, 4, 16, 1}",4.068681,0.013087,0.045923
"{1, 11, 7, 3, 20, 17, 13, 16, 19, 14, 4, 8, 18, 5, 10, 2, 6, 15, 9, 12, 1}",3.187957,"{1, 11, 12, 15, 9, 7, 3, 20, 17, 13, 16, 19, 14, 4, 8, 18, 5, 10, 2, 6, 1}",3.365446,0.055675,0.045653
"{1, 3, 9, 17, 14, 8, 4, 12, 13, 16, 10, 20, 18, 6, 2, 11, 19, 5, 15, 7, 1}",3.879442,"{1, 7, 15, 5, 19, 11, 2, 6, 18, 20, 10, 3, 9, 17, 14, 8, 4, 12, 13, 16, 1}",4.182178,0.078036,0.046081
"{1, 19, 16, 4, 18, 6, 7, 2, 10, 5, 9, 17, 20, 11, 14, 13, 12, 15, 8, 3, 1}",4.015511,"{1, 3, 8, 15, 12, 13, 14, 11, 20, 17, 9, 5, 10, 2, 7, 19, 4, 18, 6, 16, 1}",4.056112,0.010111,0.046650
"{1, 20, 13, 19, 17, 9, 18, 7, 2, 12, 6, 5, 4, 3, 10, 14, 11, 15, 16, 8, 1}",4.222048,"{1, 20, 13, 19, 9, 17, 2, 18, 7, 12, 6, 5, 4, 3, 10, 14, 11, 15, 16, 8, 1}",4.248132,0.006178,0.046480
"{1, 20, 17, 5, 16, 18, 2, 6, 3, 4, 8, 19, 12, 7, 14, 10, 15, 11, 9, 13, 1}",3.931602,"{1, 13, 9, 16, 5, 17, 20, 3, 6, 2, 18, 4, 8, 19, 12, 7, 14, 15, 10, 11, 1}",4.199997,0.068266,0.046413
"{1, 11, 8, 2, 14, 10, 17, 7, 20, 6, 9, 12, 13, 5, 19, 18, 16, 15, 4, 3, 1}",4.452169,"{1, 10, 17, 7, 20, 6, 9, 12, 13, 5, 18, 19, 8, 2, 14, 11, 16, 15, 4, 3, 1}",4.487123,0.007851,0.046734
"{1, 8, 16, 5, 9, 3, 15, 10, 6, 14, 13, 2, 11, 18, 12, 20, 17, 4, 7, 19, 1}",3.541217,"{1, 19, 7, 4, 17, 20, 12, 18, 11, 2, 13, 14, 10, 6, 15, 16, 3, 9, 5, 8, 1}",3.549844,0.002436,0.047078
"{1, 7, 5, 3, 4, 11, 15, 19, 10, 2, 9, 18, 14, 8, 16, 17, 6, 12, 13, 20, 1}",3.489281,"{1, 5, 7, 3, 4, 11, 15, 19, 10, 2, 9, 18, 14, 8, 16, 17, 6, 12, 13, 20, 1}",3.524369,0.010056,0.046963
"{1, 17, 19, 5, 12, 13, 20, 14, 18, 11, 8, 15, 2, 4, 7, 3, 9, 16, 6, 10, 1}",3.600024,"{1, 10, 6, 16, 9, 7, 3, 4, 2, 15, 8, 11, 18, 14, 20, 13, 12, 5, 19, 17, 1}",3.621254,0.005897,0.047180
"{1, 8, 11, 17, 19, 10, 9, 5, 6, 14, 12, 3, 15, 13, 18, 2, 7, 4, 20, 16, 1}",3.470310,"{1, 4, 20, 16, 8, 11, 17, 19, 10, 9, 5, 6, 14, 12, 3, 15, 13, 18, 2, 7, 1}",3.528918,0.016888,0.046859
"{1, 17, 12, 7, 8, 11, 14, 19, 10, 4, 2, 20, 16, 18, 15, 6, 13, 5, 9, 3, 1}",4.045920,"{1, 17, 12, 7, 8, 11, 14, 19, 10, 4, 2, 20, 16, 18, 15, 6, 13, 5, 9, 3, 1}",4.045920,0.000000,0.046097
"{1, 11, 9, 20, 18, 4, 3, 2, 16, 15, 14, 13, 6, 17, 5, 19, 10, 12, 7, 8, 1}",3.708321,"{1, 8, 7, 12, 19, 10, 11, 9, 20, 18, 4, 3, 2, 16, 15, 14, 13, 6, 17, 5, 1}",3.915571,0.055888,0.046108
"{1, 12, 20, 9, 14, 2, 8, 3, 5, 19, 13, 15, 10, 17, 16, 11, 6, 18, 4, 7, 1}",4.153015,"{1, 7, 4, 12, 20, 9, 14, 2, 8, 3, 5, 19, 13, 15, 10, 17, 16, 11, 6, 18, 1}",4.255205,0.024606,0.045954
"{1, 11, 9, 8, 14, 4, 5, 12, 2, 19, 17, 15, 6, 10, 7, 13, 3, 18, 20, 16, 1}",3.771358,"{1, 16, 20, 18, 3, 13, 7, 10, 6, 15, 17, 19, 2, 12, 5, 4, 14, 8, 9, 11, 1}",3.771359,0.000000,0.046070
"{1, 11, 18, 16, 19, 6, 2, 12, 9, 3, 14, 17, 7, 15, 10, 20, 5, 13, 4, 8, 1}",4.146737,"{1, 11, 18, 16, 19, 6, 2, 12, 9, 14, 17, 7, 15, 3, 10, 4, 8, 13, 20, 5, 1}",4.262562,0.027932,0.046487
"{1, 20, 10, 15, 16, 9, 12, 13, 14, 7, 4, 19, 18, 11, 8, 17, 6, 2, 5, 3, 1}",3.916107,"{1, 3, 5, 2, 6, 17, 8, 11, 18, 19, 20, 10, 15, 16, 9, 12, 13, 14, 7, 4, 1}",4.180739,0.067575,0.046163
"{1, 3, 13, 18, 20, 11, 9, 12, 15, 2, 16, 5, 7, 17, 10, 6, 19, 14, 8, 4, 1}",3.900705,"{1, 3, 13, 18, 20, 11, 9, 12, 15, 2, 16, 5, 7, 17, 10, 6, 19, 14, 8, 4, 1}",3.900705,0.000000,0.046433
"{1, 4, 19, 10, 8, 7, 20, 5, 16, 11, 9, 2, 13, 18, 12, 6, 17, 15, 3, 14, 1}",3.714684,"{1, 4, 19, 10, 8, 7, 20, 5, 16, 11, 9, 2, 13, 18, 15, 17, 6, 12, 14, 3, 1}",3.742823,0.007575,0.045522
"{1, 3, 16, 20, 18, 17, 2, 14, 8, 9, 5, 12, 7, 19, 6, 10, 15, 13, 11, 4, 1}",4.263417,"{1, 4, 3, 16, 11, 13, 15, 10, 6, 19, 7, 5, 12, 9, 8, 14, 2, 17, 18, 20, 1}",4.452013,0.044236,0.046223
"{1, 16, 17, 14, 2, 13, 3, 10, 12, 15, 6, 4, 11, 7, 18, 9, 5, 8, 19, 20, 1}",4.095356,"{1, 16, 17, 14, 2, 13, 3, 10, 12, 15, 6, 4, 11, 7, 18, 9, 5, 8, 20, 19, 1}",4.126700,0.007654,0.046410
"{1, 11, 3, 16, 6, 17, 7, 19, 14, 12, 9, 20, 2, 13, 10, 4, 8, 18, 5, 15, 1}",3.583046,"{1, 15, 5, 18, 8, 13, 2, 10, 4, 14, 12, 20, 9, 19, 7, 17, 6, 16, 3, 11, 1}",3.662921,0.022292,0.046049
"{1, 3, 4, 6, 10, 8, 17, 18, 2, 16, 19, 20, 15, 13, 5, 14, 11, 12, 7, 9, 1}",3.044722,"{1, 9, 7, 12, 3, 4, 6, 10, 8, 17, 18, 2, 16, 19, 20, 15, 13, 5, 14, 11, 1}",3.127024,0.027031,0.045627
"{1, 6, 11, 15, 8, 7, 18, 3, 9, 16, 10, 17, 5, 14, 19, 20, 13, 12, 2, 4, 1}",3.924304,"{1, 4, 2, 12, 13, 20, 6, 11, 15, 7, 8, 3, 18, 9, 16, 10, 17, 5, 14, 19, 1}",4.083700,0.040618,0.045617
"{1, 4, 14, 11, 13, 19, 17, 15, 6, 9, 2, 7, 18, 20, 3, 16, 10, 12, 5, 8, 1}",3.526532,"{1, 4, 14, 11, 13, 19, 17, 15, 6, 9, 2, 7, 18, 20, 3, 16, 10, 12, 5, 8, 1}",3.526532,0.000000,0.045664
"{1, 15, 3, 5, 6, 14, 19, 17, 9, 16, 18, 8, 7, 20, 13, 2, 12, 4, 10, 11, 1}",4.169788,"{1, 11, 10, 4, 12, 2, 13, 20, 7, 18, 8, 17, 19, 16, 9, 14, 6, 5, 3, 15, 1}",4.192986,0.005563,0.046310
"{1, 11, 2, 9, 8, 5, 18, 15, 16, 17, 13, 3, 6, 10, 19, 7, 12, 20, 14, 4, 1}",3.523768,"{1, 11, 9, 2, 8, 5, 18, 15, 16, 17, 13, 3, 6, 10, 19, 7, 12, 20, 14, 4, 1}",3.582328,0.016619,0.046604
"{1, 16, 13, 2, 7, 4, 6, 3, 9, 5, 15, 10, 19, 11, 8, 18, 20, 12, 17, 14, 1}",4.385182,"{1, 14, 12, 17, 20, 18, 11, 8, 19, 10, 15, 5, 9, 3, 6, 4, 7, 2, 13, 16, 1}",4.456203,0.016196,0.045565
"{1, 18, 3, 6, 7, 4, 19, 16, 5, 8, 20, 11, 12, 17, 10, 13, 9, 14, 15, 2, 1}",3.554144,"{1, 2, 15, 14, 9, 3, 18, 6, 7, 4, 19, 16, 5, 8, 20, 11, 12, 17, 10, 13, 1}",3.780006,0.063549,0.046841
"{1, 15, 12, 13, 17, 14, 9, 7, 3, 8, 2, 20, 18, 6, 4, 16, 10, 19, 5, 11, 1}",3.689407,"{1, 15, 12, 13, 17, 14, 9, 7, 3, 8, 6, 4, 16, 10, 19, 5, 11, 18, 20, 2, 1}",3.925993,0.064126,0.045109
"{1, 16, 12, 3, 4, 9, 20, 11, 17, 14, 2, 15, 18, 19, 13, 6, 5, 7, 8, 10, 1}",4.339450,"{1, 10, 8, 7, 5, 6, 13, 19, 18, 2, 15, 14, 16, 20, 11, 17, 9, 4, 3, 12, 1}",4.379873,0.009315,0.046495
"{1, 20, 10, 17, 18, 5, 14, 3, 4, 7, 8, 2, 11, 9, 13, 15, 16, 6, 19, 12, 1}",3.828616,"{1, 12, 19, 6, 16, 15, 13, 9, 11, 2, 8, 7, 4, 3, 14, 5, 18, 17, 10, 20, 1}",3.828616,0.000000,0.046889
"{1, 16, 7, 4, 13, 10, 5, 19, 12, 14, 3, 20, 15, 18, 17, 6, 11, 9, 8, 2, 1}",3.665655,"{1, 2, 8, 9, 11, 6, 17, 18, 15, 20, 3, 14, 12, 19, 5, 10, 13, 4, 7, 16, 1}",3.665655,0.000000,0.046701
"{1, 13, 9, 5, 10, 8, 3, 2, 12, 7, 15, 6, 11, 20, 16, 4, 19, 17, 18, 14, 1}",3.655120,"{1, 14, 18, 17, 19, 4, 16, 20, 11, 6, 15, 7, 12, 2, 3, 8, 10, 5, 9, 13, 1}",3.655119,0.000000,0.046761
"{1, 7, 6, 11, 9, 14, 17, 4, 16, 20, 12, 5, 10, 2, 8, 3, 19, 15, 13, 18, 1}",3.584863,"{1, 7, 6, 11, 9, 8, 2, 14, 17, 4, 16, 20, 12, 5, 10, 3, 19, 15, 13, 18, 1}",3.799751,0.059943,0.045287
"{1, 19, 10, 8, 11, 4, 14, 9, 6, 20, 3, 18, 5, 15, 13, 12, 7, 2, 17, 16, 1}",4.106493,"{1, 19, 10, 8, 14, 9, 6, 20, 3, 4, 11, 15, 13, 5, 18, 12, 7, 2, 17, 16, 1}",4.159938,0.013015,0.044838
"{1, 2, 7, 10, 11, 17, 9, 18, 5, 19, 14, 8, 15, 20, 13, 3, 6, 16, 12, 4, 1}",4.081354,"{1, 4, 12, 16, 6, 3, 15, 13, 20, 8, 14, 19, 5, 18, 9, 17, 11, 10, 7, 2, 1}",4.106457,0.006151,0.044638
"{1, 4, 11, 19, 7, 2, 10, 15, 5, 14, 6, 13, 18, 3, 20, 8, 17, 16, 9, 12, 1}",3.849088,"{1, 4, 11, 19, 7, 2, 10, 15, 18, 5, 14, 6, 13, 3, 20, 8, 17, 16, 9, 12, 1}",3.873326,0.006297,0.044601
"{1, 11, 9, 16, 10, 4, 6, 20, 3, 8, 14, 15, 19, 12, 18, 7, 2, 13, 5, 17, 1}",3.521208,"{1, 17, 13, 5, 2, 7, 18, 12, 19, 15, 14, 8, 3, 20, 6, 4, 10, 11, 9, 16, 1}",3.581469,0.017114,0.044997
"{1, 16, 5, 19, 18, 13, 14, 3, 15, 11, 12, 7, 4, 17, 2, 6, 9, 10, 20, 8, 1}",3.481056,"{1, 16, 5, 19, 18, 13, 14, 3, 15, 11, 12, 7, 4, 17, 2, 9, 10, 6, 20, 8, 1}",3.510904,0.008574,0.044538
"{1, 2, 20, 5, 7, 3, 8, 9, 4, 11, 19, 18, 13, 17, 16, 14, 6, 10, 12, 15, 1}",4.146092,"{1, 2, 20, 11, 19, 18, 13, 17, 16, 14, 6, 10, 12, 15, 5, 7, 3, 8, 9, 4, 1}",4.409002,0.063412,0.045028
"{1, 15, 3, 17, 18, 9, 14, 11, 16, 2, 6, 5, 13, 20, 19, 10, 7, 4, 12, 8, 1}",3.841930,"{1, 8, 4, 12, 7, 10, 20, 19, 5, 6, 2, 16, 13, 11, 14, 9, 18, 17, 3, 15, 1}",3.897108,0.014362,0.044597
"{1, 18, 19, 3, 6, 12, 17, 13, 11, 14, 16, 20, 5, 2, 8, 7, 10, 4, 15, 9, 1}",3.600047,"{1, 18, 16, 20, 2, 5, 14, 11, 13, 17, 12, 6, 3, 19, 9, 15, 4, 10, 7, 8, 1}",3.670212,0.019490,0.044522
"{1, 4, 14, 10, 16, 7, 15, 13, 6, 18, 17, 12, 9, 19, 3, 5, 11, 20, 2, 8, 1}",4.122241,"{1, 8, 2, 20, 11, 5, 3, 19, 9, 12, 17, 18, 6, 13, 15, 7, 16, 14, 10, 4, 1}",4.139627,0.004217,0.044070
"{1, 16, 12, 3, 2, 18, 10, 8, 9, 5, 7, 20, 15, 6, 11, 14, 17, 13, 19, 4, 1}",4.054451,"{1, 16, 12, 3, 2, 18, 10, 8, 9, 7, 5, 20, 15, 6, 11, 14, 17, 13, 4, 19, 1}",4.141150,0.021384,0.046778
"{1, 7, 8, 10, 20, 2, 5, 17, 18, 16, 6, 3, 12, 13, 11, 14, 9, 19, 4, 15, 1}",4.029243,"{1, 15, 7, 8, 2, 5, 17, 18, 16, 6, 3, 12, 13, 20, 10, 14, 11, 9, 19, 4, 1}",4.160791,0.032648,0.047156
"{1, 13, 3, 17, 9, 19, 5, 10, 6, 8, 12, 20, 18, 15, 2, 11, 16, 7, 4, 14, 1}",4.199683,"{1, 14, 4, 7, 16, 11, 2, 15, 18, 20, 12, 8, 6, 10, 5, 19, 17, 3, 9, 13, 1}",4.213387,0.003263,0.046959
"{1, 15, 7, 4, 18, 5, 19, 8, 13, 20, 11, 9, 6, 2, 10, 16, 12, 3, 14, 17, 1}",3.682239,"{1, 15, 17, 12, 3, 14, 2, 6, 10, 16, 9, 11, 19, 8, 20, 13, 18, 4, 7, 5, 1}",3.957535,0.074763,0.047048
"{1, 11, 14, 6, 2, 4, 15, 10, 8, 7, 12, 18, 3, 19, 17, 9, 20, 5, 13, 16, 1}",3.921608,"{1, 11, 14, 6, 16, 13, 20, 5, 9, 17, 19, 3, 18, 12, 7, 8, 10, 15, 4, 2, 1}",4.113367,0.048898,0.047141
"{1, 7, 14, 8, 3, 12, 19, 18, 20, 6, 2, 15, 5, 11, 10, 9, 13, 16, 4, 17, 1}",3.461683,"{1, 7, 14, 8, 3, 12, 19, 18, 6, 20, 2, 15, 5, 11, 10, 9, 13, 16, 4, 17, 1}",3.457973,-0.001072,0.046581
"{1, 2, 6, 17, 10, 4, 20, 18, 16, 13, 14, 3, 8, 19, 15, 12, 7, 9, 5, 11, 1}",3.069466,"{1, 11, 5, 9, 7, 12, 15, 19, 8, 3, 14, 13, 16, 18, 20, 4, 10, 17, 6, 2, 1}",3.069466,0.000000,0.046600
"{1, 14, 13, 16, 20, 8, 17, 4, 18, 7, 10, 11, 6, 2, 15, 5, 9, 12, 19, 3, 1}",3.815642,"{1, 3, 19, 12, 9, 5, 15, 17, 2, 6, 11, 10, 7, 4, 18, 16, 20, 8, 14, 13, 1}",3.967285,0.039743,0.046788
"{1, 16, 9, 6, 15, 19, 20, 18, 13, 4, 17, 7, 12, 5, 11, 8, 3, 10, 14, 2, 1}",3.376514,"{1, 14, 10, 3, 8, 11, 5, 12, 4, 13, 18, 17, 20, 19, 15, 6, 9, 16, 2, 7, 1}",3.621029,0.072416,0.047332
"{1, 6, 16, 10, 19, 7, 20, 11, 15, 9, 12, 17, 8, 5, 14, 13, 4, 3, 18, 2, 1}",4.115497,"{1, 2, 18, 3, 4, 13, 14, 5, 8, 17, 9, 15, 11, 20, 12, 7, 19, 10, 16, 6, 1}",4.202830,0.021221,0.046647
"{1, 3, 9, 17, 15, 20, 10, 18, 16, 4, 19, 6, 12, 14, 11, 7, 8, 13, 5, 2, 1}",3.368126,"{1, 3, 9, 17, 15, 20, 10, 18, 16, 4, 19, 6, 12, 14, 11, 7, 8, 13, 5, 2, 1}",3.368126,0.000000,0.046732
"{1, 9, 14, 18, 10, 6, 5, 17, 15, 12, 4, 2, 13, 3, 19, 7, 16, 20, 8, 11, 1}",3.787210,"{1, 9, 14, 18, 10, 6, 5, 17, 15, 12, 7, 16, 19, 4, 2, 13, 3, 20, 8, 11, 1}",3.789366,0.000569,0.046775
"{1, 6, 2, 5, 11, 3, 18, 7, 19, 17, 12, 8, 15, 13, 20, 14, 4, 9, 16, 10, 1}",3.300527,"{1, 10, 16, 9, 4, 14, 20, 13, 12, 8, 15, 17, 19, 7, 18, 11, 3, 5, 2, 6, 1}",3.328182,0.008379,0.046848
"{1, 11, 13, 18, 15, 20, 7, 6, 16, 4, 5, 12, 17, 2, 19, 3, 8, 10, 9, 14, 1}",4.173717,"{1, 11, 13, 18, 15, 20, 7, 16, 6, 4, 5, 12, 17, 2, 19, 3, 10, 8, 9, 14, 1}",4.253439,0.019101,0.047255
"{1, 12, 19, 11, 5, 7, 14, 15, 3, 8, 4, 6, 9, 2, 18, 10, 17, 16, 13, 20, 1}",3.809369,"{1, 20, 16, 13, 12, 19, 17, 10, 18, 2, 9, 6, 4, 8, 3, 15, 5, 7, 11, 14, 1}",4.054947,0.064467,0.046515
"{1, 9, 3, 10, 14, 15, 8, 4, 7, 5, 11, 6, 13, 12, 19, 18, 16, 17, 20, 2, 1}",3.977986,"{1, 2, 17, 20, 16, 18, 19, 12, 13, 6, 11, 5, 7, 4, 8, 9, 3, 10, 14, 15, 1}",4.117846,0.035159,0.046509
"{1, 17, 14, 19, 13, 16, 5, 11, 2, 3, 7, 20, 6, 9, 18, 8, 4, 12, 15, 10, 1}",4.163890,"{1, 17, 14, 19, 13, 16, 7, 3, 20, 6, 9, 2, 11, 5, 18, 8, 4, 12, 15, 10, 1}",4.220769,0.013660,0.047185
"{1, 11, 10, 20, 16, 2, 15, 17, 18, 7, 4, 12, 6, 14, 19, 8, 13, 3, 9, 5, 1}",3.928593,"{1, 5, 11, 20, 10, 4, 12, 9, 3, 13, 8, 19, 14, 6, 7, 18, 17, 15, 2, 16, 1}",4.135710,0.052720,0.046043
"{1, 4, 10, 16, 2, 5, 15, 9, 13, 3, 7, 12, 14, 19, 20, 8, 11, 18, 17, 6, 1}",3.823691,"{1, 4, 10, 16, 2, 5, 9, 15, 13, 3, 12, 7, 14, 19, 20, 18, 11, 8, 6, 17, 1}",3.927698,0.027201,0.047154
"{1, 20, 11, 10, 15, 4, 14, 6, 8, 9, 7, 18, 3, 12, 13, 19, 2, 16, 5, 17, 1}",4.398035,"{1, 17, 5, 2, 16, 10, 11, 20, 3, 18, 7, 9, 8, 6, 12, 19, 13, 14, 4, 15, 1}",5.091963,0.157782,0.047338
"{1, 20, 13, 16, 3, 5, 2, 19, 10, 12, 18, 7, 17, 8, 11, 15, 4, 9, 6, 14, 1}",4.267785,"{1, 20, 13, 16, 3, 5, 2, 19, 10, 12, 18, 7, 17, 8, 11, 15, 4, 9, 6, 14, 1}",4.267785,0.000000,0.046829
"{1, 17, 4, 8, 20, 14, 19, 2, 12, 16, 18, 7, 5, 10, 11, 13, 6, 15, 3, 9, 1}",3.954548,"{1, 17, 4, 8, 20, 14, 19, 2, 12, 16, 18, 7, 5, 10, 11, 13, 6, 15, 3, 9, 1}",3.954548,0.000000,0.046837
"{1, 3, 8, 14, 12, 9, 16, 4, 13, 19, 6, 10, 20, 15, 2, 18, 5, 7, 11, 17, 1}",3.834088,"{1, 3, 8, 14, 12, 9, 4, 16, 13, 19, 6, 10, 20, 15, 2, 18, 5, 7, 11, 17, 1}",3.851424,0.004522,0.046853
"{1, 15, 20, 9, 12, 7, 8, 2, 13, 5, 18, 17, 16, 10, 6, 14, 3, 11, 4, 19, 1}",3.584176,"{1, 13, 5, 18, 17, 16, 10, 6, 14, 3, 11, 4, 19, 9, 20, 15, 12, 7, 8, 2, 1}",3.596403,0.003411,0.046538
"{1, 8, 20, 4, 18, 2, 3, 12, 5, 17, 7, 9, 16, 10, 13, 19, 6, 15, 11, 14, 1}",3.052760,"{1, 4, 20, 8, 18, 2, 3, 12, 5, 17, 7, 9, 16, 10, 13, 19, 6, 15, 11, 14, 1}",3.131357,0.025746,0.044506
"{1, 3, 15, 19, 11, 2, 6, 4, 8, 20, 17, 16, 18, 7, 10, 13, 9, 12, 5, 14, 1}",4.242394,"{1, 14, 5, 9, 12, 13, 10, 7, 16, 18, 17, 20, 8, 4, 6, 2, 11, 19, 15, 3, 1}",4.261469,0.004496,0.044668
"{1, 4, 17, 18, 9, 10, 12, 15, 14, 8, 7, 2, 16, 11, 20, 6, 5, 3, 13, 19, 1}",3.379356,"{1, 19, 13, 3, 5, 6, 20, 11, 16, 2, 7, 8, 14, 15, 12, 10, 9, 18, 17, 4, 1}",3.379356,0.000000,0.044434
"{1, 7, 13, 20, 8, 12, 3, 18, 5, 15, 14, 17, 6, 11, 10, 2, 19, 4, 16, 9, 1}",3.633364,"{1, 9, 16, 4, 2, 10, 6, 11, 17, 15, 5, 18, 3, 14, 12, 8, 20, 13, 19, 7, 1}",3.661137,0.007644,0.044487
"{1, 9, 15, 3, 6, 2, 11, 17, 16, 19, 4, 8, 13, 20, 5, 14, 12, 7, 18, 10, 1}",3.664001,"{1, 9, 15, 3, 6, 2, 11, 17, 16, 19, 4, 8, 13, 20, 5, 14, 12, 7, 18, 10, 1}",3.664001,0.000000,0.045604
"{1, 3, 12, 10, 11, 6, 14, 5, 15, 19, 13, 9, 17, 20, 16, 2, 8, 7, 4, 18, 1}",3.748564,"{1, 3, 12, 10, 11, 6, 14, 5, 15, 19, 13, 9, 17, 20, 16, 2, 8, 7, 4, 18, 1}",3.748564,0.000000,0.047076
"{1, 15, 8, 6, 4, 16, 12, 13, 7, 18, 5, 10, 11, 2, 17, 3, 9, 19, 14, 20, 1}",3.861257,"{1, 20, 14, 19, 9, 3, 17, 11, 10, 2, 5, 18, 7, 13, 12, 16, 4, 6, 8, 15, 1}",3.880092,0.004878,0.047227
"{1, 20, 9, 10, 15, 11, 8, 4, 5, 19, 7, 2, 3, 12, 13, 17, 18, 14, 6, 16, 1}",4.055642,"{1, 20, 9, 10, 13, 17, 18, 14, 6, 16, 15, 11, 8, 4, 5, 19, 7, 2, 3, 12, 1}",4.330971,0.067888,0.047075
"{1, 15, 17, 11, 7, 6, 5, 4, 8, 2, 13, 14, 9, 16, 19, 3, 10, 18, 20, 12, 1}",3.587503,"{1, 12, 20, 18, 10, 3, 19, 16, 9, 14, 13, 2, 8, 4, 5, 6, 7, 11, 17, 15, 1}",3.587503,0.000000,0.046868
"{1, 10, 3, 20, 13, 4, 14, 18, 9, 16, 8, 12, 6, 7, 5, 19, 2, 11, 15, 17, 1}",4.002235,"{1, 10, 3, 20, 13, 4, 14, 18, 9, 16, 8, 12, 6, 7, 17, 15, 11, 2, 5, 19, 1}",4.331495,0.082269,0.046868
"{1, 3, 17, 11, 8, 7, 18, 12, 15, 9, 16, 10, 6, 13, 14, 5, 19, 4, 2, 20, 1}",3.540392,"{1, 20, 3, 17, 4, 2, 19, 5, 14, 13, 6, 10, 16, 9, 15, 12, 18, 7, 8, 11, 1}",3.577138,0.010379,0.047341
"{1, 20, 11, 16, 18, 5, 6, 19, 15, 10, 2, 8, 17, 14, 3, 9, 7, 13, 4, 12, 1}",3.814722,"{1, 12, 20, 11, 16, 18, 5, 6, 19, 15, 10, 2, 8, 17, 14, 3, 9, 7, 13, 4, 1}",3.813657,-0.000279,0.047592
"{1, 5, 3, 11, 20, 15, 17, 8, 2, 13, 18, 7, 4, 14, 6, 16, 12, 10, 9, 19, 1}",3.785327,"{1, 19, 9, 10, 12, 16, 6, 14, 4, 7, 18, 13, 2, 8, 17, 15, 20, 11, 3, 5, 1}",3.785326,0.000000,0.046686
"{1, 20, 2, 14, 4, 10, 17, 8, 19, 6, 12, 7, 18, 16, 9, 5, 11, 3, 13, 15, 1}",3.861524,"{1, 20, 2, 14, 4, 10, 7, 17, 8, 19, 6, 12, 16, 9, 5, 18, 11, 3, 13, 15, 1}",4.111148,0.064644,0.046820
"{1, 10, 7, 6, 9, 2, 8, 16, 14, 18, 13, 12, 20, 4, 19, 11, 15, 5, 3, 17, 1}",3.588217,"{1, 10, 7, 9, 6, 2, 8, 16, 14, 18, 13, 12, 20, 4, 19, 11, 15, 5, 3, 17, 1}",3.590174,0.000546,0.047110
"{1, 4, 15, 12, 2, 16, 13, 10, 6, 3, 8, 5, 9, 20, 19, 17, 7, 18, 11, 14, 1}",3.628444,"{1, 4, 14, 11, 18, 7, 17, 19, 20, 9, 12, 2, 16, 13, 10, 6, 3, 8, 5, 15, 1}",3.909943,0.077581,0.047223
"{1, 8, 20, 11, 19, 6, 10, 5, 7, 14, 16, 3, 18, 4, 12, 9, 17, 15, 13, 2, 1}",4.090559,"{1, 8, 11, 20, 19, 6, 10, 5, 7, 14, 16, 3, 18, 4, 12, 9, 17, 15, 13, 2, 1}",4.104470,0.003401,0.046656
"{1, 6, 12, 7, 18, 3, 17, 14, 19, 16, 8, 4, 15, 13, 20, 10, 2, 9, 11, 5, 1}",4.179091,"{1, 5, 11, 18, 3, 7, 12, 6, 10, 20, 13, 15, 4, 8, 16, 19, 14, 17, 9, 2, 1}",4.269094,0.021537,0.046979
"{1, 20, 13, 11, 7, 12, 3, 2, 5, 15, 19, 6, 18, 16, 9, 4, 17, 8, 10, 14, 1}",3.842565,"{1, 14, 10, 8, 17, 9, 16, 18, 4, 6, 19, 15, 5, 2, 3, 12, 13, 20, 11, 7, 1}",4.129158,0.074584,0.047310
"{1, 12, 13, 2, 3, 10, 4, 9, 8, 19, 6, 5, 15, 14, 7, 11, 17, 20, 18, 16, 1}",3.810757,"{1, 12, 13, 2, 3, 4, 10, 19, 8, 9, 15, 5, 14, 6, 16, 18, 20, 17, 11, 7, 1}",4.096134,0.074887,0.046854
"{1, 2, 17, 15, 9, 19, 10, 7, 16, 13, 18, 5, 20, 8, 11, 14, 3, 6, 12, 4, 1}",3.549533,"{1, 2, 17, 15, 9, 19, 10, 7, 16, 18, 13, 5, 20, 8, 11, 14, 3, 6, 12, 4, 1}",3.573432,0.006733,0.046819
